amrs_concept_id,kenyaemr_concept_uuid,kenyaemr_concep_id
5219,133028AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,133632AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,5978AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,133469AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,133027AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,132653AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,125225AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,131034AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,5953AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,512AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,127777AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,113224AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,131032AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,126535AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,141597AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,158843AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,140941AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,125198AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,112200AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,160208AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,111525AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,122983AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,832AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
5219,5622AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
10893,159368AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
,,
10727,160430AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,
